,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
1502,8.0,0.3,0.28,5.7,0.044,93.0,31.0,3.16,0.51,10.2
2215,7.0,0.14,0.28,1.3,0.026,46.0,10.0,3.46,0.45,9.9
183,7.2,0.685,0.21,9.5,0.07,139.0,33.0,3.0,0.55,9.1
4701,6.4,0.28,0.17,8.3,0.042,134.0,61.0,3.22,0.46,9.4
3451,6.5,0.22,0.31,3.9,0.046,89.0,17.0,3.15,0.31,11.5
383,7.2,0.6,0.2,9.9,0.07,153.0,21.0,3.03,0.54,9.1
4858,6.6,0.17,0.28,1.8,0.042,116.0,62.0,3.15,0.42,10.2
1787,8.3,0.17,0.31,1.5,0.049,105.0,48.0,3.12,0.58,9.4
1110,9.0,0.245,0.38,5.9,0.045,107.0,52.0,2.93,0.35,10.2
705,7.3,0.25,0.36,2.1,0.034,147.0,30.0,3.25,0.4,11.9
2094,8.0,0.26,0.28,4.8,0.05,116.0,34.0,3.13,0.5,10.0
5149,6.6,0.25,0.51,8.0,0.047,128.0,61.0,3.22,0.49,9.2
1699,7.4,0.3,0.22,5.25,0.053,147.0,33.0,3.13,0.45,11.6
3506,6.8,0.11,0.27,8.6,0.044,59.0,45.0,3.2,0.37,9.9
3970,6.4,0.32,0.26,7.9,0.05,127.0,53.0,3.14,0.5,9.6
115,6.3,0.255,0.37,1.1,0.04,77.0,37.0,3.0,0.39,10.9
4736,6.8,0.27,0.22,17.8,0.034,100.0,16.0,3.07,0.53,9.2
3097,6.6,0.32,0.41,7.2,0.048,123.0,55.0,3.2,0.46,9.4
5742,5.5,0.17,0.23,2.9,0.039,98.0,10.0,3.28,0.5,10.0
2,8.1,0.28,0.4,6.9,0.05,67.0,30.0,3.26,0.44,10.1
2642,6.3,0.2,0.37,11.8,0.045,72.0,58.0,3.2,0.35,10.8
2267,7.0,0.24,0.24,9.0,0.03,177.0,42.0,3.47,0.46,10.2
3488,5.4,0.185,0.19,7.1,0.048,74.0,36.0,3.26,0.41,9.5
5222,5.3,0.23,0.56,0.9,0.041,95.0,46.0,3.16,0.62,9.7
5583,6.4,0.31,0.31,12.9,0.045,106.0,55.0,3.02,0.59,10.2
2012,7.2,0.34,0.3,8.4,0.051,127.0,40.0,3.48,0.62,9.7
4543,7.7,0.31,0.26,7.8,0.031,67.0,23.0,3.13,0.5,10.4
4785,6.6,0.32,0.33,2.5,0.052,170.0,40.0,3.15,0.6,10.0
5294,7.8,0.27,0.28,1.8,0.05,106.0,21.0,3.15,0.44,9.9
2540,5.2,0.17,0.27,0.7,0.03,57.0,11.0,3.3,0.41,9.8
2374,7.3,0.26,0.33,11.8,0.057,79.0,48.0,3.1,0.55,10.0
5562,7.4,0.31,0.26,8.6,0.048,159.0,47.0,3.26,0.36,9.1
5128,6.8,0.21,0.36,18.1,0.046,101.0,32.0,3.27,0.48,8.8
1747,6.8,0.34,0.44,6.6,0.052,128.0,28.0,3.14,0.41,9.6
2208,7.3,0.37,0.16,14.9,0.048,181.0,59.0,3.13,0.45,8.9
5007,8.8,0.34,0.33,9.7,0.036,126.0,46.0,3.08,0.4,10.2
5047,6.8,0.27,0.22,17.8,0.034,100.0,16.0,3.07,0.53,9.2
5226,6.2,0.23,0.38,1.6,0.044,101.0,12.0,3.3,0.73,11.4
4468,6.9,0.3,0.3,1.3,0.053,162.0,24.0,3.29,0.54,9.9
5475,6.1,0.3,0.47,1.4,0.049,137.0,50.0,3.19,0.45,9.5
4001,6.1,0.27,0.32,1.1,0.034,86.0,24.0,3.36,0.4,12.5
887,8.3,0.4,0.38,1.1,0.038,60.0,15.0,3.03,0.43,9.2
3143,6.9,0.26,0.27,4.2,0.031,60.0,20.0,3.12,0.39,11.5
4504,5.8,0.19,0.24,1.3,0.044,90.0,38.0,3.77,0.6,10.6
1416,6.5,0.13,0.37,1.0,0.036,66.0,48.0,3.41,0.51,11.5
2845,7.4,0.19,0.31,14.5,0.045,154.0,39.0,3.1,0.5,9.2
3034,5.6,0.34,0.3,6.9,0.038,66.0,23.0,3.25,0.49,11.1
5220,5.9,0.23,0.3,12.9,0.054,113.0,57.0,3.28,0.39,9.4
2062,6.1,0.16,0.24,1.4,0.046,60.0,17.0,3.66,0.57,10.3
4608,7.5,0.31,0.51,14.8,0.039,142.0,62.0,3.06,0.6,9.5
3534,6.5,0.18,0.48,18.0,0.054,127.0,56.0,2.98,0.61,8.5
2189,6.5,0.23,0.25,17.3,0.046,95.0,15.0,3.15,0.42,9.2
3831,7.3,0.19,0.27,13.9,0.057,110.0,45.0,2.94,0.41,8.8
3582,6.6,0.5,0.26,11.3,0.029,78.0,32.0,3.27,0.78,12.9
2056,6.5,0.24,0.29,8.2,0.043,124.0,32.0,3.13,0.7,10.1
5949,6.3,0.3,0.24,6.6,0.04,103.0,38.0,3.22,0.47,9.5
3405,6.5,0.35,0.31,10.2,0.069,112.0,58.0,3.18,0.49,9.4
5179,7.3,0.36,0.34,14.8,0.057,127.0,46.0,3.14,0.57,10.2
227,6.7,0.2,0.41,9.1,0.044,116.0,50.0,3.14,0.58,9.8
924,7.4,0.24,0.31,8.4,0.045,131.0,52.0,3.09,0.32,8.8
734,10.3,0.17,0.47,1.4,0.037,28.0,5.0,2.89,0.28,9.6
4703,6.9,0.21,0.49,1.4,0.041,149.0,15.0,3.25,0.63,11.0
5096,6.4,0.24,0.5,11.6,0.047,151.0,60.0,3.18,0.57,9.3
3623,5.0,0.255,0.22,2.7,0.043,107.0,46.0,3.75,0.76,11.3
2782,5.8,0.28,0.3,1.5,0.026,83.0,31.0,3.32,0.6,12.5
4768,6.7,0.42,0.46,9.7,0.054,167.0,67.0,3.23,0.5,9.0
1466,7.6,0.2,0.39,2.6,0.044,150.0,30.0,3.46,0.44,10.8
904,8.3,0.22,0.38,14.8,0.054,94.0,32.0,3.22,0.5,9.7
5143,6.8,0.21,0.55,14.6,0.053,125.0,34.0,2.93,0.44,9.2
280,6.3,0.23,0.33,1.5,0.036,90.0,15.0,3.32,0.42,11.2
5655,7.4,0.35,0.24,6.0,0.042,95.0,28.0,3.14,0.44,11.3
3199,6.8,0.19,0.33,4.9,0.047,88.0,42.0,3.12,0.56,11.0
1844,7.0,0.22,0.33,2.1,0.052,61.0,15.0,3.2,0.41,10.6
548,5.9,0.24,0.26,12.3,0.053,100.0,34.0,3.34,0.45,9.5
1816,6.4,0.2,0.32,3.1,0.041,108.0,18.0,3.43,0.42,12.0
1618,6.7,0.44,0.31,1.9,0.03,63.0,41.0,3.29,0.62,12.6
5696,7.1,0.25,0.28,1.2,0.04,80.0,31.0,3.18,0.53,11.1
5723,6.7,0.17,0.27,1.4,0.032,110.0,39.0,3.4,0.52,10.5
3233,5.6,0.25,0.19,2.4,0.049,124.0,42.0,3.25,0.43,10.4
4513,7.6,0.4,0.27,1.2,0.053,170.0,23.0,3.22,0.38,11.6
5448,6.8,0.28,0.37,7.0,0.057,173.0,35.0,3.57,0.55,10.2
1689,7.6,0.2,0.3,14.2,0.056,159.5,53.0,3.14,0.46,8.9
1162,6.4,0.25,0.33,1.4,0.04,73.0,42.0,3.19,0.48,11.3
2273,7.5,0.13,0.38,1.1,0.023,62.0,42.0,3.28,0.53,11.8
1309,8.1,0.3,0.49,8.1,0.037,148.0,26.0,3.1,0.3,11.2
3820,6.3,0.28,0.22,11.5,0.036,123.0,27.0,3.0,0.33,10.6
1084,8.1,0.5,0.47,1.1,0.037,103.0,23.0,3.21,0.42,10.9
2233,6.3,0.21,0.29,11.7,0.048,98.0,49.0,3.22,0.38,10.8
1042,8.0,0.28,0.42,7.1,0.045,128.0,41.0,3.17,0.43,10.6
2643,6.2,0.33,0.41,16.8,0.037,115.0,58.0,3.25,0.57,9.4
3257,6.3,0.2,0.18,10.6,0.045,102.0,57.0,3.09,0.54,9.2
1567,7.7,0.44,0.24,11.2,0.031,126.0,41.0,3.12,0.43,11.3
3806,6.1,0.24,0.27,11.5,0.05,82.0,51.0,3.22,0.37,10.8
4617,5.7,0.18,0.22,4.2,0.042,86.0,25.0,3.35,0.39,9.4
5449,6.8,0.28,0.4,22.0,0.048,119.0,48.0,2.93,0.5,8.7
678,6.0,0.39,0.17,12.0,0.046,181.0,65.0,3.15,0.38,9.0
2438,7.6,0.27,0.34,5.0,0.04,38.0,18.0,3.06,0.48,12.4
3343,7.2,0.17,0.34,6.4,0.042,95.0,16.0,2.99,0.4,10.8
687,6.6,0.36,0.29,1.6,0.021,61.0,24.0,3.41,0.61,12.4
4664,9.1,0.28,0.49,2.0,0.059,102.0,10.0,3.15,0.46,10.1
5500,6.0,0.28,0.22,12.15,0.048,121.0,42.0,3.2,0.46,10.1
3572,6.2,0.24,0.22,7.9,0.053,104.0,45.0,3.23,0.52,9.3
784,6.2,0.28,0.43,13.0,0.039,169.0,64.0,3.08,0.38,8.9
192,7.2,0.23,0.38,14.3,0.058,139.0,55.0,3.09,0.44,9.0
5403,7.2,0.28,0.38,2.0,0.052,133.0,23.0,3.13,0.52,11.1
4302,5.2,0.25,0.23,1.4,0.047,57.0,20.0,3.32,0.62,11.4
3344,8.1,0.2,0.3,1.3,0.036,42.0,7.0,2.99,0.73,10.3
5595,7.3,0.25,0.39,6.4,0.034,76.0,8.0,3.18,0.46,11.5
5567,6.0,0.33,0.26,5.1,0.051,103.0,16.0,3.15,0.41,9.2
3570,7.4,0.16,0.27,15.5,0.05,110.0,25.0,2.9,0.43,8.7
1151,8.0,0.57,0.39,3.9,0.034,100.0,22.0,3.29,0.67,12.8
1611,7.7,0.3,0.42,14.3,0.045,168.0,45.0,3.18,0.63,9.2
1672,9.5,0.21,0.47,1.3,0.039,102.0,21.0,2.9,0.64,9.5
5259,7.1,0.2,0.37,1.5,0.049,101.0,28.0,3.15,0.52,10.8
1161,6.0,0.13,0.28,5.7,0.038,133.5,56.0,3.59,0.43,10.6
2591,6.2,0.16,0.32,1.1,0.036,110.0,74.0,3.22,0.41,11.0
5987,6.8,0.36,0.32,1.6,0.039,114.0,10.0,3.3,0.67,9.6
4959,8.0,0.28,0.42,7.1,0.045,128.0,41.0,3.17,0.43,10.6
5771,8.7,0.24,0.35,0.6,0.042,60.0,11.0,3.08,0.38,10.6
5759,7.5,0.305,0.4,18.9,0.059,126.0,44.0,2.99,0.46,9.0
1767,7.6,0.29,0.29,4.4,0.051,120.0,26.0,3.16,0.39,10.2
4977,7.5,0.17,0.37,1.5,0.06,57.0,18.0,3.54,0.88,10.7
387,6.4,0.28,0.29,1.6,0.052,93.0,34.0,3.48,0.56,10.5
5520,6.3,0.33,0.2,17.9,0.066,125.0,36.0,3.14,0.51,8.8
3870,6.0,0.32,0.32,4.8,0.041,146.0,40.0,3.22,0.54,11.0
5612,6.6,0.22,0.37,15.4,0.035,91.0,62.0,3.02,0.4,9.3
5166,6.8,0.35,0.44,6.5,0.056,130.0,31.0,3.14,0.44,9.5
3854,6.5,0.23,0.2,7.5,0.05,135.0,44.0,3.18,0.48,9.533333333
4648,6.4,0.28,0.45,8.6,0.057,176.0,47.0,3.16,0.51,9.1
37,7.4,0.18,0.31,1.4,0.058,129.0,38.0,3.16,0.53,10.0
3961,6.3,0.25,0.27,6.6,0.054,118.0,40.0,3.2,0.48,10.3
295,7.3,0.33,0.4,6.85,0.038,106.0,32.0,3.03,0.3,11.9
2624,8.0,0.74,0.21,4.0,0.05,109.0,24.0,3.06,0.38,9.7
1219,6.8,0.22,0.49,0.9,0.052,102.0,26.0,3.25,0.35,11.4
2343,6.8,0.23,0.42,7.4,0.044,133.0,56.0,3.22,0.48,9.3
3455,6.2,0.3,0.28,1.6,0.036,78.0,28.0,3.14,0.41,13.3
5233,7.3,0.32,0.35,1.4,0.05,155.0,8.0,3.24,0.42,10.7
749,5.9,0.26,0.3,1.0,0.036,76.0,38.0,3.58,0.48,9.4
850,8.3,0.15,0.39,1.3,0.055,114.0,32.0,3.08,0.39,10.5
4380,7.2,0.2,0.38,1.0,0.037,53.0,21.0,3.21,0.37,11.0
5506,7.9,0.16,0.3,4.8,0.037,134.0,37.0,3.47,0.44,9.0
4769,6.9,0.4,0.42,6.2,0.066,135.0,41.0,3.12,0.54,9.4
2919,6.6,0.425,0.25,2.35,0.034,64.0,23.0,3.05,0.41,11.4
89,6.7,0.41,0.34,9.2,0.049,121.0,29.0,3.22,0.51,9.1
448,7.4,0.25,0.36,13.2,0.067,125.0,53.0,3.01,0.48,9.0
2565,7.5,0.38,0.29,4.9,0.021,75.0,38.0,3.08,0.48,13.0
960,6.9,0.23,0.34,4.0,0.047,104.0,24.0,3.2,0.52,9.7
4301,6.2,0.23,0.38,1.6,0.044,101.0,12.0,3.3,0.73,11.4
2145,6.8,0.21,0.36,18.1,0.046,101.0,32.0,3.27,0.48,8.8
4107,6.1,0.19,0.37,2.6,0.041,75.0,24.0,3.18,0.5,10.9
2211,6.8,0.28,0.36,7.0,0.043,147.0,60.0,3.16,0.49,9.6
1139,7.8,0.29,0.36,7.0,0.042,123.0,38.0,3.26,0.37,11.2
2411,6.8,0.26,0.44,8.2,0.046,131.0,52.0,3.2,0.51,9.4
4516,7.9,0.25,0.35,6.7,0.039,42.0,22.0,2.93,0.49,10.7
4628,6.6,0.41,0.31,1.6,0.042,83.0,18.0,3.13,0.41,10.5
3150,6.7,0.22,0.22,1.2,0.038,119.0,5.0,3.1,0.37,11.2
103,5.7,0.26,0.25,10.4,0.02,50.0,7.0,3.39,0.37,10.6
4527,7.8,0.34,0.27,1.2,0.04,81.0,25.0,3.01,0.55,10.4
5133,8.8,0.27,0.25,5.0,0.024,47.0,52.0,2.87,0.49,11.4
2828,6.6,0.34,0.24,3.3,0.034,70.0,29.0,3.1,0.4,12.3
751,5.8,0.26,0.18,1.2,0.031,74.0,40.0,3.42,0.4,11.0
2576,7.5,0.19,0.4,7.1,0.056,60.0,50.0,3.06,0.52,9.9
3830,7.4,0.38,0.34,8.3,0.052,124.0,44.0,3.11,0.52,9.2
373,6.6,0.16,0.32,1.4,0.035,137.0,49.0,3.35,0.64,12.4
4649,6.0,0.27,0.15,1.5,0.056,93.0,35.0,3.12,0.45,8.8
610,7.8,0.3,0.4,1.8,0.028,99.0,23.0,3.14,0.39,10.9
4525,6.6,0.56,0.22,8.9,0.034,106.0,27.0,3.2,0.51,9.1
3944,6.9,0.29,0.25,12.2,0.04,107.0,29.0,3.05,0.65,10.4
1819,6.9,0.26,0.33,12.6,0.051,114.0,59.0,3.39,0.38,9.9
4641,7.3,0.24,0.39,17.95,0.057,104.0,45.0,3.21,0.36,8.6
1251,8.0,0.44,0.49,9.1,0.031,105.0,46.0,3.16,0.27,12.7
4644,7.2,0.2,0.38,1.0,0.037,53.0,21.0,3.21,0.37,11.0
3588,7.6,0.26,0.32,1.3,0.048,53.0,23.0,2.96,0.46,12.0
5678,6.0,0.28,0.25,1.8,0.042,100.0,8.0,3.08,0.55,9.0
1311,7.3,0.26,0.49,5.0,0.028,75.0,32.0,3.24,0.54,10.8
1920,7.2,0.23,0.38,6.1,0.067,70.0,20.0,3.17,0.79,9.7
4744,6.6,0.24,0.22,12.3,0.051,111.0,35.0,3.1,0.67,9.4
3520,6.4,0.24,0.49,5.8,0.053,95.0,25.0,3.01,0.98,10.5
4129,6.3,0.36,0.28,2.5,0.035,55.0,18.0,3.1,0.47,12.8
3135,7.6,0.37,0.34,3.2,0.028,120.0,42.0,3.01,0.33,12.4
60,8.6,0.23,0.46,1.0,0.054,63.0,9.0,2.95,0.49,9.1
925,5.3,0.24,0.33,1.3,0.033,72.0,25.0,3.59,0.38,11.0
3589,7.5,0.16,0.38,12.7,0.043,92.5,70.5,3.15,0.82,10.4
2699,7.7,0.26,0.51,2.6,0.045,133.0,26.0,3.0,0.5,11.2
4631,7.2,0.19,0.39,1.2,0.036,53.0,32.0,3.16,0.5,10.5
364,6.8,0.29,0.5,13.3,0.053,146.0,48.0,3.09,0.45,9.4
4326,6.6,0.34,0.4,8.1,0.046,102.0,68.0,3.15,0.5,9.533333333
2210,6.6,0.24,0.28,1.8,0.028,93.0,39.0,3.34,0.46,11.4
5549,6.6,0.36,0.52,11.3,0.046,102.0,8.0,3.07,0.46,9.4
829,7.4,0.28,0.3,5.3,0.054,117.0,44.0,3.12,0.48,10.3
4872,5.2,0.405,0.15,1.45,0.038,34.0,10.0,3.52,0.4,11.6
1364,5.8,0.19,0.49,4.9,0.04,74.0,44.0,3.34,0.38,9.5
2886,7.8,0.25,0.37,1.0,0.043,70.0,10.0,3.08,0.38,11.4
3371,8.0,0.27,0.33,1.2,0.05,62.0,41.0,3.0,0.45,12.4
3420,7.0,0.34,0.1,3.5,0.044,46.0,17.0,3.01,0.39,9.2
3380,6.4,0.32,0.23,16.2,0.055,140.0,36.0,3.26,0.54,9.1
3060,5.4,0.45,0.27,6.4,0.033,82.0,20.0,3.22,0.27,13.4
2891,6.3,0.19,0.29,2.0,0.022,63.0,33.0,3.04,0.54,12.8
155,6.5,0.28,0.28,8.5,0.047,156.0,54.0,3.09,0.54,8.9
2130,6.3,0.27,0.37,7.9,0.047,157.0,58.0,3.19,0.48,9.5
4762,6.4,0.24,0.26,8.2,0.054,135.0,47.0,3.12,0.5,9.5
4002,6.1,0.27,0.32,1.1,0.034,86.0,24.0,3.36,0.4,12.5
4385,6.4,0.26,0.21,8.2,0.05,131.0,51.0,3.23,0.48,9.5
3524,6.5,0.38,0.26,5.2,0.042,79.0,33.0,3.06,0.5,12.3
176,6.2,0.25,0.25,1.4,0.03,70.0,35.0,3.3,0.44,11.1
100,6.5,0.24,0.32,7.6,0.038,155.0,48.0,3.45,0.54,9.7
3484,7.2,0.58,0.27,5.8,0.032,78.0,40.0,3.17,0.53,13.0
4546,6.3,0.36,0.3,4.8,0.049,71.0,14.0,3.28,0.39,10.6
5165,6.4,0.27,0.45,8.3,0.05,144.0,52.0,3.18,0.48,9.5
1997,6.6,0.4,0.32,1.7,0.035,45.0,39.0,3.59,0.48,12.7
1134,8.3,0.21,0.41,2.2,0.05,84.0,24.0,2.85,0.45,9.5
3630,6.2,0.35,0.2,18.1,0.069,125.0,33.0,3.15,0.5,8.8
667,7.2,0.31,0.26,7.3,0.05,120.0,37.0,3.09,0.43,9.0
5677,6.6,0.25,0.36,8.1,0.045,126.0,54.0,3.08,0.42,9.2
1465,5.8,0.23,0.27,1.8,0.043,45.0,24.0,3.38,0.31,9.4
1310,7.5,0.23,0.49,7.7,0.049,148.0,61.0,3.14,0.3,11.1
4080,6.7,0.53,0.29,4.3,0.069,94.0,20.0,3.22,0.59,13.4
466,7.0,0.3,0.51,13.6,0.05,128.0,40.0,3.07,0.52,9.6
66,6.7,0.54,0.28,5.4,0.06,84.0,21.0,3.27,0.37,9.0
1796,6.7,0.24,0.33,12.3,0.046,114.0,31.0,3.36,0.4,9.5
1728,6.9,0.32,0.15,8.1,0.046,129.0,51.0,3.13,0.45,8.9
5313,6.4,0.24,0.32,0.95,0.041,108.0,23.0,3.25,0.35,11.8
2852,6.5,0.26,0.31,3.6,0.03,56.0,36.0,3.22,0.62,12.6
4265,6.0,0.17,0.3,7.3,0.039,65.0,39.0,2.91,0.57,11.0
3117,6.0,0.33,0.2,1.8,0.031,110.0,49.0,3.41,0.53,11.0
1405,8.2,0.29,0.49,1.0,0.044,89.0,29.0,3.24,0.36,10.9
2067,9.8,0.16,0.46,1.8,0.046,107.0,23.0,3.04,0.67,9.6
5632,9.9,1.005,0.46,1.4,0.046,151.0,34.0,3.02,0.49,10.2
150,6.8,0.26,0.56,11.9,0.043,162.0,64.0,3.02,0.63,9.3
3010,6.4,0.32,0.27,4.9,0.034,104.0,18.0,3.36,0.71,12.5
684,6.6,0.56,0.22,8.9,0.034,106.0,27.0,3.2,0.51,9.1
949,6.7,0.105,0.32,12.4,0.051,72.0,34.0,3.54,0.45,9.2
4198,7.2,0.21,0.31,10.5,0.035,86.0,36.0,3.12,0.4,10.6
3261,6.8,0.22,0.26,1.2,0.041,153.0,29.0,3.04,0.35,11.2
1450,6.7,0.33,0.42,6.4,0.058,124.0,27.0,3.16,0.44,9.6
1609,7.2,0.24,0.4,17.85,0.049,135.0,50.0,3.34,0.42,9.6
546,7.1,0.26,0.34,14.4,0.067,154.0,35.0,3.07,0.53,9.1
5132,9.6,0.21,0.28,1.2,0.038,41.0,12.0,2.8,0.46,10.6
1294,7.4,0.19,0.49,9.3,0.03,106.0,26.0,2.99,0.32,11.0
3498,6.9,0.27,0.25,7.5,0.03,99.0,18.0,3.09,0.38,13.0
3317,6.9,0.33,0.31,7.7,0.04,106.0,29.0,3.11,0.57,12.3
2759,5.2,0.34,0.37,6.2,0.031,91.0,42.0,3.25,0.41,12.5
2921,6.9,0.38,0.29,13.65,0.048,137.0,52.0,3.0,0.6,9.5
2970,6.1,0.28,0.27,4.7,0.03,84.0,56.0,3.16,0.42,12.5
5615,7.8,0.24,0.32,12.2,0.054,96.0,42.0,3.01,0.54,8.8
4026,7.1,0.09,0.3,6.2,0.032,110.0,24.0,2.99,0.39,10.9
974,9.1,0.27,0.32,1.1,0.031,136.0,15.0,3.03,0.41,10.6
4614,6.5,0.32,0.23,8.5,0.051,118.0,20.0,3.03,0.42,10.7
1859,7.4,0.19,0.3,12.8,0.053,180.5,48.5,3.14,0.49,9.1
3000,7.2,0.37,0.4,11.6,0.032,180.0,34.0,3.1,0.51,9.8
4685,6.5,0.52,0.17,1.4,0.047,21.0,5.0,3.26,0.32,10.0
5371,6.7,0.22,0.22,1.2,0.038,119.0,5.0,3.1,0.37,11.2
1934,6.3,0.27,0.18,7.7,0.048,141.0,45.0,3.23,0.47,9.0
4903,7.2,0.29,0.18,8.2,0.042,139.0,41.0,3.16,0.49,9.1
3565,7.4,0.16,0.27,15.5,0.05,110.0,25.0,2.9,0.43,8.7
4953,8.9,0.33,0.32,1.5,0.047,189.0,11.0,3.19,0.46,9.4
4475,6.3,0.27,0.23,2.9,0.047,87.0,13.0,3.28,0.43,9.8
1243,7.8,0.43,0.49,13.0,0.033,121.0,37.0,3.14,0.35,11.3
4996,7.4,0.18,0.3,8.8,0.064,77.0,26.0,2.94,0.56,9.3
688,7.3,0.655,0.2,10.2,0.071,184.0,28.0,2.96,0.58,9.2
5861,6.4,0.29,0.18,15.0,0.04,95.0,21.0,3.14,0.5,9.2
5055,7.3,0.34,0.21,3.2,0.05,122.0,14.0,3.25,0.44,10.2
2532,7.0,0.31,0.31,9.1,0.036,95.0,45.0,2.98,0.31,12.0
4498,8.9,0.13,0.49,1.0,0.028,18.0,6.0,2.91,0.32,9.9
338,6.4,0.19,0.42,2.9,0.032,51.0,32.0,3.3,0.41,11.7
1660,6.7,0.31,0.44,6.7,0.054,131.0,29.0,3.04,0.44,9.6
5452,6.1,0.2,0.34,9.5,0.041,163.0,38.0,3.14,0.44,10.1
1675,6.8,0.31,0.42,6.9,0.046,123.0,50.0,3.19,0.46,9.0
2259,6.6,0.35,0.35,6.0,0.063,119.0,31.0,3.1,0.47,9.4
1248,6.4,0.145,0.49,5.4,0.048,110.0,54.0,3.56,0.44,10.8
342,6.8,0.22,0.31,6.3,0.035,137.0,33.0,3.24,0.66,12.6
1308,6.6,0.21,0.49,18.15,0.042,117.0,41.0,3.28,0.39,8.7
1319,7.3,0.14,0.49,1.1,0.038,71.0,28.0,3.2,0.72,10.6
2384,6.0,0.26,0.15,1.3,0.06,103.0,51.0,3.14,0.51,8.7
2909,6.9,0.17,0.3,2.0,0.047,104.0,13.0,3.16,0.51,11.6
5383,6.9,0.38,0.25,9.8,0.04,163.0,28.0,3.28,0.61,9.2
2292,6.7,0.33,0.34,6.6,0.067,121.0,35.0,3.11,0.48,9.3
2660,6.2,0.25,0.54,7.0,0.046,118.0,58.0,3.19,0.7,10.4
4634,5.9,0.22,0.18,6.4,0.041,92.0,28.0,3.27,0.5,9.9
267,6.8,0.25,0.34,4.7,0.031,100.0,34.0,3.21,0.38,10.6
1857,7.0,0.35,0.31,1.8,0.069,147.0,15.0,3.18,0.47,9.4
5432,6.5,0.36,0.32,1.1,0.031,53.0,13.0,3.1,0.46,10.6
1504,7.3,0.21,0.3,10.9,0.037,94.0,18.0,3.4,0.5,9.6
884,7.3,0.15,0.4,2.0,0.05,68.0,24.0,3.14,0.45,10.5
5202,6.0,0.45,0.42,1.1,0.051,136.0,61.0,3.02,0.4,9.0
1506,6.9,0.29,0.23,8.6,0.056,159.0,56.0,3.17,0.44,8.8
3323,7.6,0.27,0.3,9.2,0.018,73.0,23.0,3.08,0.29,11.0
5636,7.9,0.22,0.49,3.8,0.042,79.0,26.0,3.1,0.39,10.5
5433,5.9,0.415,0.13,1.4,0.04,53.0,11.0,3.29,0.52,10.5
2638,6.8,0.29,0.34,3.5,0.054,163.0,26.0,3.42,0.58,10.4
5223,7.3,0.28,0.35,1.6,0.054,117.0,31.0,3.18,0.47,10.7
1561,7.1,0.32,0.4,1.5,0.034,71.0,13.0,3.42,0.6,10.4
622,6.9,0.38,0.25,9.8,0.04,163.0,28.0,3.28,0.61,9.2
5303,8.1,0.31,0.24,1.6,0.032,57.0,10.0,3.08,0.47,10.5
1989,8.1,0.28,0.34,1.3,0.035,115.0,11.0,3.14,0.5,9.8
3364,5.1,0.23,0.18,1.0,0.053,86.0,13.0,3.22,0.39,11.5
1375,6.2,0.22,0.49,6.0,0.029,97.0,31.0,3.41,0.36,11.3
96,7.4,0.16,0.31,6.85,0.059,100.0,31.0,3.29,0.34,9.7
1943,7.6,0.48,0.28,10.4,0.049,148.0,57.0,3.24,0.45,9.3
5819,4.2,0.215,0.23,5.1,0.041,93.0,64.0,3.42,0.44,8.0
5854,6.4,0.27,0.45,8.3,0.05,144.0,52.0,3.18,0.48,9.5
3531,6.0,0.26,0.29,3.1,0.041,107.0,37.0,3.22,0.39,12.8
2405,7.1,0.2,0.31,7.4,0.053,179.0,32.0,3.31,0.59,10.4
4613,6.4,0.15,0.29,1.8,0.044,94.0,21.0,3.1,0.38,10.2
1040,5.9,0.4,0.32,6.0,0.034,77.0,50.0,3.51,0.58,12.5
5366,6.2,0.25,0.38,7.9,0.045,154.0,54.0,3.17,0.46,9.1
1621,8.8,0.23,0.35,10.7,0.04,157.0,26.0,2.93,0.49,9.1
3713,6.7,0.41,0.27,2.6,0.033,60.0,25.0,3.05,0.34,11.7
785,6.1,0.27,0.44,6.7,0.041,169.0,61.0,3.12,0.4,8.9
3284,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
5638,6.8,0.44,0.2,16.0,0.065,125.0,61.0,3.13,0.45,8.6
1601,6.6,0.31,0.38,16.05,0.058,149.0,16.0,3.38,0.6,9.2
2404,7.1,0.2,0.31,7.4,0.053,179.0,32.0,3.31,0.59,10.4
3040,6.8,0.19,0.4,9.85,0.055,62.0,41.0,2.98,0.56,10.5
2389,6.9,0.16,0.37,1.8,0.034,59.0,36.0,2.93,0.59,12.0
1953,7.3,0.19,0.25,1.4,0.051,66.0,41.0,3.53,0.66,10.5
4260,6.4,0.105,0.29,1.1,0.035,96.0,44.0,3.17,0.55,10.7
2987,5.8,0.15,0.32,1.2,0.037,105.0,14.0,3.19,0.5,10.2
3911,5.7,0.24,0.47,6.3,0.069,147.0,35.0,3.11,0.46,9.75
2938,6.5,0.43,0.28,11.25,0.032,56.0,31.0,3.02,0.38,12.4
1548,7.6,0.38,0.2,3.4,0.046,107.0,9.0,3.15,0.41,9.4
2149,6.4,0.31,0.4,6.4,0.039,152.0,39.0,3.14,0.52,9.8
3924,6.1,0.31,0.34,2.8,0.042,102.5,59.5,3.27,0.47,10.8
3039,7.6,0.22,0.28,12.0,0.056,75.0,68.0,2.99,0.3,9.2
5312,8.2,0.52,0.34,1.2,0.042,149.0,18.0,3.24,0.39,10.6
